<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDRUB;60;20170308;020000;58.1492000;58.2226000;58.1170000;58.1612000;842
USDRUB;60;20170308;030000;58.1762000;58.1842000;58.1483000;58.1550000;2724
USDRUB;60;20170308;040000;58.1538000;58.1800000;58.1510000;58.1524000;3039
USDRUB;60;20170308;050000;58.1729000;58.1770000;58.0248000;58.0930000;2695
USDRUB;60;20170308;060000;58.1074000;58.1266000;58.0509000;58.0549000;1331
USDRUB;60;20170308;070000;58.0902000;58.1273000;58.0537000;58.0549000;1120
USDRUB;60;20170308;080000;58.0912000;58.1298000;58.0448000;58.0933000;1251
USDRUB;60;20170308;090000;58.1290000;58.1507000;58.0486000;58.0486000;1029
USDRUB;60;20170308;100000;58.1209000;58.1603000;58.0486000;58.1012000;2454
USDRUB;60;20170308;110000;58.1060000;58.2695000;58.0970000;58.2270000;8071
USDRUB;60;20170308;120000;58.2270000;58.4415000;58.2000000;58.3892000;15160
USDRUB;60;20170308;130000;58.3793000;58.4722000;58.3265000;58.3610000;12614
USDRUB;60;20170308;140000;58.3610000;58.4450000;58.3325000;58.4400000;10986
USDRUB;60;20170308;150000;58.4411000;58.4662000;58.3290000;58.3840000;11809
USDRUB;60;20170308;160000;58.3840000;58.5743000;58.3465000;58.5320000;12847
USDRUB;60;20170308;170000;58.5320000;58.5889000;58.4275000;58.4938000;14741
USDRUB;60;20170308;180000;58.5072000;58.5440000;58.3000000;58.4026000;15287
USDRUB;60;20170308;190000;58.4263000;58.4521000;58.2500000;58.4080000;17211
USDRUB;60;20170308;200000;58.4006000;58.5510000;58.3310000;58.5020000;14954
USDRUB;60;20170308;210000;58.5021000;58.6472000;58.4560000;58.6340000;11466
USDRUB;60;20170308;220000;58.6365000;58.7380000;58.5850000;58.7210000;7949
USDRUB;60;20170308;230000;58.7229000;58.9547000;58.6550000;58.9405000;10998
USDRUB;60;20170309;000000;58.9405000;58.9659000;58.8130000;58.8630000;11971
USDRUB;60;20170309;010000;58.8720000;58.9358000;58.8100000;58.8980000;4383
USDRUB;60;20170309;020000;58.8983000;58.9283000;58.6646000;58.8546000;758
USDRUB;60;20170309;030000;58.8546000;58.9011000;58.8000000;58.8850000;4103
USDRUB;60;20170309;040000;58.8948000;58.9454000;58.8649000;58.8930000;2838
USDRUB;60;20170309;050000;58.9008000;58.9017000;58.8000000;58.8670000;3515
USDRUB;60;20170309;060000;58.8583000;58.8710000;58.7800000;58.8480000;2990
USDRUB;60;20170309;070000;58.8478000;58.8580000;58.7960000;58.8580000;2427
USDRUB;60;20170309;080000;58.8392000;58.8600000;58.7700000;58.7990000;2012
USDRUB;60;20170309;090000;58.8017000;58.8470000;58.6510000;58.7704000;3178
USDRUB;60;20170309;100000;58.7947000;58.8820000;58.7269000;58.8649000;6980
USDRUB;60;20170309;110000;58.8792000;58.9785000;58.6410000;58.8699000;39075
USDRUB;60;20170309;120000;58.8699000;58.8922000;58.6578000;58.7712000;29699
USDRUB;60;20170309;130000;58.7825000;58.9764000;58.7478000;58.8844000;27371
USDRUB;60;20170309;140000;58.8842000;59.3633000;58.8440000;59.3395000;34479
USDRUB;60;20170309;150000;59.3303000;59.4669000;59.1377000;59.2694000;34143
USDRUB;60;20170309;160000;59.2687000;59.4202000;59.2303000;59.3983000;32299
USDRUB;60;20170309;170000;59.3926000;59.4275000;59.1928000;59.2456000;36253
USDRUB;60;20170309;180000;59.2431000;59.2679000;59.0828000;59.1980000;34114
USDRUB;60;20170309;190000;59.1938000;59.4527000;59.1553000;59.3763000;28680
USDRUB;60;20170309;200000;59.3860000;59.4450000;59.2418000;59.3001000;24819
USDRUB;60;20170309;210000;59.3019000;59.3640000;59.2443000;59.3167000;17804
USDRUB;60;20170309;220000;59.3288000;59.4145000;59.2720000;59.4060000;13541
USDRUB;60;20170309;230000;59.4048000;59.4880000;59.3343000;59.4053000;24668
USDRUB;60;20170310;000000;59.3970000;59.4099000;59.2280000;59.3202000;26884
USDRUB;60;20170310;010000;59.3193000;59.3302000;59.2060000;59.2060000;4492
USDRUB;60;20170310;020000;59.1343000;59.3180000;59.0674000;59.2414000;810
USDRUB;60;20170310;030000;59.2614000;59.2901000;59.2018000;59.2040000;962
USDRUB;60;20170310;040000;59.2856000;59.2915000;59.1574000;59.2340000;1132
USDRUB;60;20170310;050000;59.2582000;59.3497000;59.2005000;59.2204000;1882
USDRUB;60;20170310;060000;59.2453000;59.2530000;59.2065000;59.2204000;1233
USDRUB;60;20170310;070000;59.2311000;59.2701000;59.2005000;59.2100000;1966
USDRUB;60;20170310;080000;59.2391000;59.2524000;59.2065000;59.2078000;1063
USDRUB;60;20170310;090000;59.2237000;59.2489000;59.2030000;59.2050000;1083
USDRUB;60;20170310;100000;59.2418000;59.2502000;59.1405000;59.2010000;1487
USDRUB;60;20170310;110000;59.1930000;59.2925000;59.1178000;59.1965000;31702
USDRUB;60;20170310;120000;59.2005000;59.2570000;59.0903000;59.1300000;27739
USDRUB;60;20170310;130000;59.1312000;59.1492000;58.9840000;59.0310000;24883
USDRUB;60;20170310;140000;59.0322000;59.1622000;58.9715000;59.1177000;21008
USDRUB;60;20170310;150000;59.1166000;59.1835000;59.0440000;59.1562000;17847
USDRUB;60;20170310;160000;59.1531000;59.1746000;59.0615000;59.0846000;18332
USDRUB;60;20170310;170000;59.0935000;59.1257000;58.7075000;58.7395000;30594
USDRUB;60;20170310;180000;58.7395000;58.9873000;58.6800000;58.8178000;33256
USDRUB;60;20170310;190000;58.8321000;58.9750000;58.7826000;58.9680000;30221
USDRUB;60;20170310;200000;58.9652000;59.0320000;58.9110000;58.9900000;24080
USDRUB;60;20170310;210000;58.9900000;59.0754000;58.8720000;59.0650000;17663
USDRUB;60;20170310;220000;59.0674000;59.0686000;58.8420000;58.9451000;19902
USDRUB;60;20170310;230000;58.9353000;59.0060000;58.8150000;58.9782000;19079
USDRUB;60;20170311;000000;58.9750000;58.9929000;58.8530000;58.9171000;19901
USDRUB;60;20170311;010000;58.8874000;59.1708000;58.6299000;59.1708000;1849
USDRUB;60;20170311;020000;59.1876000;59.4520000;58.8760000;58.8760000;15
USDRUB;60;20170311;030000;58.8760000;59.0336000;58.8760000;59.0336000;10
USDRUB;60;20170312;200000;58.9775000;58.9775000;58.8760000;58.9268000;12
USDRUB;60;20170312;210000;58.9268000;58.9268000;58.8760000;58.8760000;12
USDRUB;60;20170312;220000;58.8760000;59.4397000;58.8760000;59.4397000;20
USDRUB;60;20170312;230000;58.9130000;59.4425000;58.9130000;58.9130000;19
USDRUB;60;20170313;000000;58.9130000;59.4525000;58.7086000;58.9283000;23
USDRUB;60;20170313;010000;58.7194000;59.1976000;58.6454000;58.9784000;587
USDRUB;60;20170313;020000;58.9807000;59.1927000;58.6827000;58.9524000;320
USDRUB;60;20170313;030000;58.9668000;59.2522000;58.6245000;58.8972000;451
USDRUB;60;20170313;040000;59.1821000;59.2616000;58.6855000;58.9900000;3537
USDRUB;60;20170313;050000;59.1174000;59.1740000;58.8698000;58.9900000;1424
USDRUB;60;20170313;060000;59.0684000;59.1585000;58.9092000;59.0850000;1453
USDRUB;60;20170313;070000;59.1071000;59.2658000;58.6051000;58.8770000;8349
USDRUB;60;20170313;080000;58.9917000;59.0443000;58.7050000;58.9020000;4296
USDRUB;60;20170313;090000;58.9711000;59.0792000;58.8256000;59.0560000;4202
USDRUB;60;20170313;100000;59.0634000;59.3721000;58.8595000;59.0460000;8859
USDRUB;60;20170313;110000;59.0274000;59.2297000;58.9452000;59.0930000;31959
USDRUB;60;20170313;120000;59.0767000;59.1090000;58.9308000;59.0572000;29809
USDRUB;60;20170313;130000;59.0564000;59.0836000;58.9370000;59.0536000;23968
USDRUB;60;20170313;140000;59.0536000;59.1880000;58.9844000;59.1312000;25938
USDRUB;60;20170313;150000;59.1312000;59.1368000;58.8996000;58.9878000;23720
USDRUB;60;20170313;160000;58.9387000;59.1381000;58.9105000;59.0847000;23442
USDRUB;60;20170313;170000;59.0337000;59.1140000;58.8746000;59.0060000;28676
USDRUB;60;20170313;180000;58.9960000;59.1165000;58.9097000;58.9906000;27238
USDRUB;60;20170313;190000;58.9953000;59.0281000;58.8651000;58.9092000;23976
USDRUB;60;20170313;200000;58.9123000;58.9270000;58.7178000;58.7194000;20404
USDRUB;60;20170313;210000;58.7710000;58.8485000;58.7160000;58.7750000;13054
USDRUB;60;20170313;220000;58.8108000;58.8660000;58.7311000;58.7823000;12508
USDRUB;60;20170313;230000;58.7880000;58.8112000;58.7172000;58.7834000;10385
USDRUB;60;20170314;000000;58.7857000;58.8680000;58.6870000;58.7635000;8790
USDRUB;60;20170314;010000;58.7193000;58.8859000;58.6383000;58.7859000;1169
USDRUB;60;20170314;020000;58.8453000;58.8882000;58.6052000;58.7712000;1271
USDRUB;60;20170314;030000;58.8133000;58.8325000;58.6720000;58.7678000;899
USDRUB;60;20170314;040000;58.8267000;58.8327000;58.6731000;58.7710000;3268
USDRUB;60;20170314;050000;58.7967000;58.8108000;58.6737000;58.7764000;6513
USDRUB;60;20170314;060000;58.7979000;58.8077000;58.6751000;58.8030000;4458
USDRUB;60;20170314;070000;58.8096000;58.8175000;58.6675000;58.8030000;2990
USDRUB;60;20170314;080000;58.8107000;58.8193000;58.6760000;58.8090000;3231
USDRUB;60;20170314;090000;58.8078000;58.8289000;58.7090000;58.8240000;2790
USDRUB;60;20170314;100000;58.8298000;58.9814000;58.7017000;58.9084000;9597
USDRUB;60;20170314;110000;58.9105000;59.0245000;58.7419000;58.9507000;29455
USDRUB;60;20170314;120000;58.9675000;59.0606000;58.9048000;59.0005000;27175
USDRUB;60;20170314;130000;59.0005000;59.0611000;58.9324000;59.0162000;21481
USDRUB;60;20170314;140000;59.0162000;59.0387000;58.8929000;58.9882000;18946
USDRUB;60;20170314;150000;58.9882000;59.1869000;58.9361000;59.1652000;25102
USDRUB;60;20170314;160000;59.1661000;59.4624000;59.1147000;59.3790000;33089
USDRUB;60;20170314;170000;59.3678000;59.6000000;59.2946000;59.5750000;31455
USDRUB;60;20170314;180000;59.5249000;59.6166000;59.3928000;59.5080000;28823
USDRUB;60;20170314;190000;59.5573000;59.5789000;59.1506000;59.2560000;31503
USDRUB;60;20170314;200000;59.2468000;59.4030000;59.2001000;59.3893000;19820
USDRUB;60;20170314;210000;59.3961000;59.4155000;59.2150000;59.3144000;14637
USDRUB;60;20170314;220000;59.3152000;59.3564000;59.1870000;59.2767000;16345
USDRUB;60;20170314;230000;59.2811000;59.2890000;59.1860000;59.2670000;11490
USDRUB;60;20170315;000000;59.2680000;59.2827000;58.9085000;59.1135000;14776
USDRUB;60;20170315;010000;59.2012000;59.4555000;58.9472000;59.1157000;1146
USDRUB;60;20170315;020000;59.1020000;59.5502000;59.0512000;59.1100000;1578
USDRUB;60;20170315;030000;59.2456000;59.3112000;59.0568000;59.1228000;1177
USDRUB;60;20170315;040000;59.3133000;59.3567000;58.9584000;59.1230000;9463
USDRUB;60;20170315;050000;59.1520000;59.1554000;59.0210000;59.1134000;5655
USDRUB;60;20170315;060000;59.1356000;59.1556000;59.0246000;59.1153000;3318
USDRUB;60;20170315;070000;59.1587000;59.1587000;59.0202000;59.1194000;3551
USDRUB;60;20170315;080000;59.1288000;59.1736000;59.0185000;59.1131000;5829
USDRUB;60;20170315;090000;59.1131000;59.1661000;58.9414000;59.0366000;5792
USDRUB;60;20170315;100000;59.0366000;59.1703000;58.9078000;59.0635000;8614
USDRUB;60;20170315;110000;59.0862000;59.2220000;58.9814000;59.0829000;26789
USDRUB;60;20170315;120000;59.0855000;59.1025000;58.9634000;59.0746000;26084
USDRUB;60;20170315;130000;59.0748000;59.0784000;58.9132000;59.0475000;23574
USDRUB;60;20170315;140000;59.0453000;59.0662000;58.9630000;59.0510000;20728
USDRUB;60;20170315;150000;59.0510000;59.0807000;58.9446000;59.0417000;20196
USDRUB;60;20170315;160000;59.0427000;59.1357000;58.8950000;59.0612000;24934
USDRUB;60;20170315;170000;59.1026000;59.1763000;58.9915000;59.1690000;25284
USDRUB;60;20170315;180000;59.1565000;59.1849000;58.9592000;59.0097000;31608
USDRUB;60;20170315;190000;59.0201000;59.0997000;58.9385000;59.0800000;25659
USDRUB;60;20170315;200000;59.0818000;59.0832000;58.8581000;58.9770000;18756
USDRUB;60;20170315;210000;58.9703000;59.0962000;58.9135000;59.0785000;16326
USDRUB;60;20170315;220000;59.0695000;59.1274000;58.4046000;58.5585000;35706
USDRUB;60;20170315;230000;58.5511000;58.5695000;58.3608000;58.4267000;20751
USDRUB;60;20170316;000000;58.4308000;58.4917000;58.1850000;58.4737000;15283
USDRUB;60;20170316;010000;58.4300000;58.5140000;58.0884000;58.3880000;2106
USDRUB;60;20170316;020000;58.3963000;58.4513000;58.2809000;58.3030000;1407
USDRUB;60;20170316;030000;58.4101000;58.4101000;58.3048000;58.3890000;1056
USDRUB;60;20170316;040000;58.4121000;58.4172000;58.3030000;58.4110000;1334
USDRUB;60;20170316;050000;58.4105000;58.4778000;58.3136000;58.4390000;3547
USDRUB;60;20170316;060000;58.4330000;58.4382000;58.3008000;58.4147000;4514
USDRUB;60;20170316;070000;58.4309000;58.4440000;58.3306000;58.4430000;4505
USDRUB;60;20170316;080000;58.4422000;58.5321000;58.3509000;58.5200000;3479
USDRUB;60;20170316;090000;58.5216000;58.5387000;58.3333000;58.4760000;5354
USDRUB;60;20170316;100000;58.4749000;58.5092000;58.3399000;58.4680000;7370
USDRUB;60;20170316;110000;58.4782000;58.5022000;58.0205000;58.1337000;40025
USDRUB;60;20170316;120000;58.1342000;58.2036000;57.9780000;58.1049000;30515
USDRUB;60;20170316;130000;58.1023000;58.1384000;57.9152000;58.0190000;26329
USDRUB;60;20170316;140000;58.0170000;58.0510000;57.8302000;58.0315000;26755
USDRUB;60;20170316;150000;58.0208000;58.1243000;57.9520000;58.0807000;23519
USDRUB;60;20170316;160000;58.0807000;58.1200000;57.8243000;57.9085000;28840
USDRUB;60;20170316;170000;57.9215000;58.1215000;57.8548000;58.0610000;28006
USDRUB;60;20170316;180000;58.0610000;58.0637000;57.5593000;57.7625000;30173
USDRUB;60;20170316;190000;57.7562000;57.9058000;57.6518000;57.8490000;25219
USDRUB;60;20170316;200000;57.8544000;57.9015000;57.7016000;57.7620000;22636
USDRUB;60;20170316;210000;57.7667000;57.7980000;57.6400000;57.7643000;16426
USDRUB;60;20170316;220000;57.7476000;57.7870000;57.6110000;57.6853000;15326
USDRUB;60;20170316;230000;57.7347000;57.8659000;57.6510000;57.8216000;14509
USDRUB;60;20170317;000000;57.8394000;57.8488000;57.5375000;57.7708000;13078
USDRUB;60;20170317;010000;57.8099000;57.8099000;57.4902000;57.6327000;995
USDRUB;60;20170317;020000;57.7650000;57.7847000;57.5205000;57.6387000;1460
USDRUB;60;20170317;030000;57.7736000;57.8445000;57.5317000;57.8443000;1934
USDRUB;60;20170317;040000;57.8237000;57.8925000;57.6345000;57.8044000;2703
USDRUB;60;20170317;050000;57.8400000;57.8908000;57.6984000;57.8306000;1557
USDRUB;60;20170317;060000;57.8496000;57.8615000;57.7196000;57.8440000;3034
USDRUB;60;20170317;070000;57.8589000;57.8611000;57.7196000;57.8450000;3170
USDRUB;60;20170317;080000;57.8450000;57.8577000;57.6864000;57.7700000;4119
USDRUB;60;20170317;090000;57.7982000;57.8395000;57.6793000;57.8330000;4068
USDRUB;60;20170317;100000;57.8396000;57.8396000;57.6954000;57.7794000;5243
USDRUB;60;20170317;110000;57.8001000;58.0455000;57.7115000;57.9891000;32764
USDRUB;60;20170317;120000;57.9811000;57.9985000;57.7984000;57.9316000;24951
USDRUB;60;20170317;130000;57.9320000;57.9713000;57.7484000;57.7918000;24929
USDRUB;60;20170317;140000;57.8030000;57.8235000;57.6816000;57.7612000;24112
USDRUB;60;20170317;150000;57.7612000;57.9184000;57.6931000;57.8592000;25298
USDRUB;60;20170317;160000;57.8732000;57.9046000;57.6788000;57.7549000;22912
USDRUB;60;20170317;170000;57.7549000;57.7766000;57.5591000;57.6710000;27587
USDRUB;60;20170317;180000;57.6710000;57.8077000;57.5448000;57.6635000;26055
USDRUB;60;20170317;190000;57.6760000;57.8120000;57.6074000;57.7206000;22140
USDRUB;60;20170317;200000;57.7213000;57.7263000;57.1997000;57.3210000;22799
USDRUB;60;20170317;210000;57.3210000;57.3317000;57.0610000;57.2324000;21768
USDRUB;60;20170317;220000;57.2227000;57.2497000;57.0880000;57.2370000;11974
USDRUB;60;20170317;230000;57.2362000;57.2470000;57.1050000;57.2230000;8763
USDRUB;60;20170318;000000;57.2079000;57.2500000;57.0800000;57.1920000;9245
USDRUB;60;20170318;010000;57.1897000;57.2998000;57.1290000;57.1290000;22
USDRUB;60;20170318;020000;57.1290000;57.2208000;57.1290000;57.2208000;10
USDRUB;60;20170319;200000;57.1290000;57.1290000;57.1290000;57.1290000;12
USDRUB;60;20170319;210000;57.1290000;57.1290000;57.1290000;57.1290000;12
USDRUB;60;20170319;220000;57.1290000;57.4510000;57.1290000;57.2667000;26
USDRUB;60;20170319;230000;57.2682000;57.3636000;57.2667000;57.3627000;27
USDRUB;60;20170320;000000;57.3636000;57.3978000;57.2700000;57.3723000;53
USDRUB;60;20170320;010000;57.3828000;57.4075000;57.0617000;57.3758000;87
USDRUB;60;20170320;020000;57.3520000;57.5350000;57.0617000;57.0617000;114
USDRUB;60;20170320;030000;57.3522000;57.6156000;57.0617000;57.3794000;144
USDRUB;60;20170320;040000;57.3893000;57.4853000;56.9748000;57.2209000;837
USDRUB;60;20170320;050000;57.2496000;57.5188000;57.0436000;57.4304000;1725
USDRUB;60;20170320;060000;57.4252000;57.4722000;57.0827000;57.3500000;12698
USDRUB;60;20170320;070000;57.4542000;57.4770000;57.1926000;57.3500000;20726
USDRUB;60;20170320;080000;57.3500000;57.4528000;57.0833000;57.3500000;6691
USDRUB;60;20170320;090000;57.3656000;57.3925000;57.1618000;57.1892000;4342
USDRUB;60;20170320;100000;57.3649000;57.3939000;57.0741000;57.2710000;7370
USDRUB;60;20170320;110000;57.2710000;57.4188000;57.1094000;57.2595000;37258
USDRUB;60;20170320;120000;57.2457000;57.4541000;57.1797000;57.3840000;25627
USDRUB;60;20170320;130000;57.3893000;57.5508000;57.2714000;57.4979000;24376
USDRUB;60;20170320;140000;57.5144000;57.5526000;57.3925000;57.4329000;20613
USDRUB;60;20170320;150000;57.4823000;57.5516000;57.3798000;57.5212000;18124
USDRUB;60;20170320;160000;57.5290000;57.6305000;57.4241000;57.5730000;23071
USDRUB;60;20170320;170000;57.5761000;57.5780000;57.3310000;57.4307000;24751
USDRUB;60;20170320;180000;57.4258000;57.5090000;57.2405000;57.3090000;27797
USDRUB;60;20170320;190000;57.3092000;57.4004000;57.2454000;57.3198000;19436
USDRUB;60;20170320;200000;57.3208000;57.3579000;57.1960000;57.3430000;16541
USDRUB;60;20170320;210000;57.3430000;57.4108000;57.2430000;57.3840000;13013
USDRUB;60;20170320;220000;57.3840000;57.4690000;57.2900000;57.4601000;13506
USDRUB;60;20170320;230000;57.4615000;57.4615000;57.1760000;57.2430000;11092
USDRUB;60;20170321;000000;57.2435000;57.4022000;57.1366000;57.3420000;10772
USDRUB;60;20170321;010000;57.4469000;57.4469000;57.0867000;57.3170000;1061
USDRUB;60;20170321;020000;57.3541000;57.3808000;57.1255000;57.1255000;894
USDRUB;60;20170321;030000;57.3740000;57.4204000;57.1255000;57.3170000;1432
USDRUB;60;20170321;040000;57.3718000;57.3769000;57.1130000;57.3300000;1966
USDRUB;60;20170321;050000;57.3749000;57.3910000;57.1255000;57.3270000;5624
USDRUB;60;20170321;060000;57.3890000;57.5425000;57.1455000;57.4020000;8417
USDRUB;60;20170321;070000;57.4162000;57.4526000;57.2014000;57.4035000;5479
USDRUB;60;20170321;080000;57.4413000;57.4700000;57.1455000;57.3977000;4558
USDRUB;60;20170321;090000;57.3880000;57.4293000;57.2554000;57.3920000;5522
USDRUB;60;20170321;100000;57.4220000;57.4229000;57.1529000;57.2624000;7608
USDRUB;60;20170321;110000;57.2855000;57.3997000;57.0964000;57.2891000;31492
USDRUB;60;20170321;120000;57.3095000;57.3095000;56.9915000;57.1040000;29211
USDRUB;60;20170321;130000;57.1042000;57.1797000;57.0147000;57.1471000;20928
USDRUB;60;20170321;140000;57.1471000;57.2160000;57.0771000;57.1416000;17586
USDRUB;60;20170321;150000;57.1416000;57.1647000;56.9504000;57.1216000;19533
USDRUB;60;20170321;160000;57.1188000;57.2375000;57.0555000;57.2207000;24396
USDRUB;60;20170321;170000;57.2207000;57.2501000;57.0587000;57.1689000;24249
USDRUB;60;20170321;180000;57.1662000;57.2930000;57.0348000;57.2423000;27184
USDRUB;60;20170321;190000;57.2363000;57.5847000;57.1892000;57.4566000;29289
USDRUB;60;20170321;200000;57.4632000;57.5890000;57.3960000;57.5765000;20290
USDRUB;60;20170321;210000;57.5765000;57.6966000;57.4460000;57.6627000;17888
USDRUB;60;20170321;220000;57.6243000;57.6845000;57.5230000;57.6141000;14234
USDRUB;60;20170321;230000;57.6182000;57.6699000;57.5050000;57.6537000;12685
USDRUB;60;20170322;000000;57.6536000;57.7295000;57.4875000;57.6935000;16228
USDRUB;60;20170322;010000;57.6546000;57.7445000;57.3892000;57.5520000;1002
USDRUB;60;20170322;020000;57.6470000;57.6739000;57.4072000;57.4900000;865
USDRUB;60;20170322;030000;57.6100000;57.6733000;57.4197000;57.5463000;1343
USDRUB;60;20170322;040000;57.5458000;57.6858000;57.4639000;57.6371000;2014
USDRUB;60;20170322;050000;57.6723000;57.6737000;57.5313000;57.6184000;6008
USDRUB;60;20170322;060000;57.6697000;57.7022000;57.4950000;57.6080000;8985
USDRUB;60;20170322;070000;57.6079000;57.6947000;57.4950000;57.6111000;6679
USDRUB;60;20170322;080000;57.6661000;57.6666000;57.5500000;57.6420000;5620
USDRUB;60;20170322;090000;57.6552000;57.6794000;57.4950000;57.6704000;5586
USDRUB;60;20170322;100000;57.6704000;57.7541000;57.5400000;57.7180000;8625
USDRUB;60;20170322;110000;57.7380000;57.7898000;57.4954000;57.5977000;29109
USDRUB;60;20170322;120000;57.5987000;57.8653000;57.5156000;57.8602000;28583
USDRUB;60;20170322;130000;57.8590000;58.0293000;57.7714000;57.8708000;29188
USDRUB;60;20170322;140000;57.8642000;58.0646000;57.8047000;58.0468000;24118
USDRUB;60;20170322;150000;58.0468000;58.1041000;57.8740000;58.0698000;21899
USDRUB;60;20170322;160000;58.0698000;58.1463000;57.9383000;58.0580000;26175
USDRUB;60;20170322;170000;58.0402000;58.1460000;57.8464000;58.0960000;33580
USDRUB;60;20170322;180000;58.0960000;58.2180000;57.9379000;58.0782000;39812
USDRUB;60;20170322;190000;58.0500000;58.1215000;57.7412000;57.8439000;30623
USDRUB;60;20170322;200000;57.8474000;57.9240000;57.7010000;57.8025000;20019
USDRUB;60;20170322;210000;57.8020000;57.8866000;57.6730000;57.8070000;19976
USDRUB;60;20170322;220000;57.7967000;57.8567000;57.6910000;57.7840000;13846
USDRUB;60;20170322;230000;57.7853000;57.8072000;57.6850000;57.7828000;10401
USDRUB;60;20170323;000000;57.7964000;57.8000000;57.4766000;57.7020000;8329
USDRUB;60;20170323;010000;57.7378000;57.7731000;57.4723000;57.6970000;1176
USDRUB;60;20170323;020000;57.7343000;57.7789000;57.5327000;57.6960000;1711
USDRUB;60;20170323;030000;57.7426000;57.7723000;57.4618000;57.6960000;1205
USDRUB;60;20170323;040000;57.7566000;57.7771000;57.4618000;57.7010000;2520
USDRUB;60;20170323;050000;57.7307000;57.7398000;57.5830000;57.7124000;7231
USDRUB;60;20170323;060000;57.7124000;57.7378000;57.4429000;57.7320000;5818
USDRUB;60;20170323;070000;57.7359000;57.7663000;57.4446000;57.7330000;6047
USDRUB;60;20170323;080000;57.7366000;57.7486000;57.5880000;57.7380000;6263
USDRUB;60;20170323;090000;57.7381000;57.7495000;57.4345000;57.7180000;8226
USDRUB;60;20170323;100000;57.7139000;57.7686000;57.4282000;57.5960000;7201
USDRUB;60;20170323;110000;57.5960000;57.6928000;57.3287000;57.3801000;30372
USDRUB;60;20170323;120000;57.3716000;57.6485000;57.3164000;57.6194000;22987
USDRUB;60;20170323;130000;57.5778000;57.6546000;57.4051000;57.5288000;21266
USDRUB;60;20170323;140000;57.5288000;57.5966000;57.4466000;57.5275000;18448
USDRUB;60;20170323;150000;57.5270000;57.5680000;57.4244000;57.5160000;16488
USDRUB;60;20170323;160000;57.5025000;57.6664000;57.4378000;57.6158000;26277
USDRUB;60;20170323;170000;57.6070000;57.7651000;57.4490000;57.5914000;30532
USDRUB;60;20170323;180000;57.5888000;57.6808000;57.4112000;57.5020000;23104
USDRUB;60;20170323;190000;57.5012000;57.5738000;57.3502000;57.3999000;22482
USDRUB;60;20170323;200000;57.3999000;57.4808000;57.2630000;57.3640000;18662
USDRUB;60;20170323;210000;57.3640000;57.4650000;57.3079000;57.4595000;14326
USDRUB;60;20170323;220000;57.4492000;57.5055000;57.2680000;57.3898000;11517
USDRUB;60;20170323;230000;57.3915000;57.4280000;57.2860000;57.3993000;9936
USDRUB;60;20170324;000000;57.4000000;57.4405000;56.9960000;57.2935000;6566
USDRUB;60;20170324;010000;57.3550000;57.4445000;56.7936000;56.7936000;1479
USDRUB;60;20170324;020000;56.6035000;57.4368000;56.6035000;57.2000000;1889
USDRUB;60;20170324;030000;57.3133000;57.4296000;57.1034000;57.2150000;1416
USDRUB;60;20170324;040000;57.3292000;57.4545000;57.1047000;57.3000000;1792
USDRUB;60;20170324;050000;57.3933000;57.4407000;57.1999000;57.3755000;1144
USDRUB;60;20170324;060000;57.4235000;57.4523000;57.2011000;57.3755000;1196
USDRUB;60;20170324;070000;57.4145000;57.4521000;57.1934000;57.3755000;1647
USDRUB;60;20170324;080000;57.4031000;57.4419000;57.2075000;57.3521000;3273
USDRUB;60;20170324;090000;57.3622000;57.3909000;57.2484000;57.3500000;3523
USDRUB;60;20170324;100000;57.3717000;57.5135000;57.2196000;57.4530000;6052
USDRUB;60;20170324;110000;57.4855000;57.4855000;57.2853000;57.4470000;23484
USDRUB;60;20170324;120000;57.4488000;57.4930000;57.3181000;57.4098000;19698
USDRUB;60;20170324;130000;57.4089000;57.4201000;57.2270000;57.3306000;18570
USDRUB;60;20170324;140000;57.3285000;57.4545000;57.1332000;57.2075000;20931
USDRUB;60;20170324;150000;57.2049000;57.2820000;57.1433000;57.2310000;15282
USDRUB;60;20170324;160000;57.2296000;57.2420000;56.9791000;57.1370000;23147
USDRUB;60;20170324;170000;57.1344000;57.1667000;56.8897000;57.0634000;21760
USDRUB;60;20170324;180000;57.0504000;57.1836000;56.9953000;57.0920000;20058
USDRUB;60;20170324;190000;57.0864000;57.1872000;57.0107000;57.1202000;18153
USDRUB;60;20170324;200000;57.1202000;57.1420000;56.9108000;57.0115000;18545
USDRUB;60;20170324;210000;56.9992000;57.0706000;56.9047000;56.9680000;14677
USDRUB;60;20170324;220000;56.9664000;57.0383000;56.9006000;56.9697000;17369
USDRUB;60;20170324;230000;56.9783000;56.9950000;56.8591000;56.9854000;14161
USDRUB;60;20170325;000000;56.9789000;57.0065000;56.1590000;56.8962000;13111
USDRUB;60;20170325;010000;56.9015000;56.9491000;56.4910000;56.4985000;18
USDRUB;60;20170325;020000;56.4985000;56.8880000;56.4985000;56.8880000;10
USDRUB;60;20170326;200000;56.9640000;56.9640000;56.9640000;56.9640000;12
USDRUB;60;20170326;210000;56.9640000;56.9640000;56.9640000;56.9640000;12
USDRUB;60;20170326;220000;56.9640000;56.9816000;56.5562000;56.9640000;23
USDRUB;60;20170326;230000;56.9640000;56.9714000;56.5656000;56.9439000;20
